Word;Coefficient;Target
c__ c__;-14,9831679229;High
c_game c_throne;-13,8800391816;High
c__ c__ c_mir_btc;-14,9831679229;High
c_brian c_kelli;-13,958930636;High
c__ c__ c_pic;-14,9831679229;High
c_motley c_fool;-14,0470063316;High
c__ c_aggreg;-14,9831679229;High
c_e c_doc;-14,0518252245;High
c__ c_aggreg c_aggreg;-14,9831679229;High
c_mr c_wright;-14,1015266301;High
c__ c_also;-14,9831679229;High
c_financialbuzz c_com;-14,1236082437;High
c__ c_also c_come;-14,9831679229;High
c_carney c_said;-14,1337097268;High
c__ c_among;-14,9831679229;High
c_guy c_adami;-14,1370423474;High
c__ c_among c_australia;-14,9831679229;High
c_cme c_bitcoin;-14,144990089;High
c__ c_averag;-14,9831679229;High
c_back c_door;-14,1702928731;High
c__ c_averag c_decis;-14,9831679229;High
c_ethereum c_classic;-14,1707748322;High
c__ c_bithumb;-14,9831679229;High
c_evolv c_market;-14,1748517004;High
c__ c_bithumb c_coinon;-14,9831679229;High
c_dreyfuss c_edit;-14,1788299961;High
c__ c_cannabis_cultur;-14,9831679229;High
c_chavez c_dreyfuss c_edit;-14,1788299961;High
c__ c_cannabis_cultur c_investoridea;-14,9831679229;High
c_mr c_smith;-14,1939798291;High
c__ c__;-14,9865944892;Highest
c_financialbuzz c_com;-13,7324452784;Highest
c__ c__ c_mir_btc;-14,9865944892;Highest
c_aml c_bitcoin;-13,8511902338;Highest
c__ c__ c_pic;-14,9865944892;Highest
c_marshal c_island;-13,8685040892;Highest
c__ c_among;-14,9865944892;Highest
c_bitcoin c_gold;-13,8750540991;Highest
c__ c_among c_australia;-14,9865944892;Highest
t_top t_technolog t_news;-13,9404674196;Highest
c__ c_anim;-14,9865944892;Highest
t_top t_technolog;-13,9404674196;Highest
c__ c_anim c_fill;-14,9865944892;Highest
t_technolog t_news;-13,9404674196;Highest
c__ c_cannabis_cultur;-14,9865944892;Highest
t_ap t_top t_technolog;-13,9404674196;Highest
c__ c_cannabis_cultur c_investoridea;-14,9865944892;Highest
c_would c_launch;-14,0004068744;Highest
c__ c_chicago;-14,9865944892;Highest
c_high c_wednesday;-14,0184890127;Highest
c__ c_chicago c_mercantil;-14,9865944892;Highest
c_expir c_januari;-14,0300689844;Highest
c__ c_compani;-14,9865944892;Highest
c_btc c_e;-14,0327649762;Highest
c__ c_compani c_gocopyright;-14,9865944892;Highest
c_regist c_domain;-14,0355135131;Highest
c__ c_endurescopyright;-14,9865944892;Highest
c_islam c_state;-14,0441705427;Highest
c__ c_endurescopyright c_associ;-14,9865944892;Highest
c_yield c_percent c_percent;-14,0489284663;Highest
c__ c_aggreg;-14,9827700096;Low
c_financialbuzz c_com;-13,5717080525;Low
c__ c_aggreg c_aggreg;-14,9827700096;Low
c_world c_econom c_forum;-13,9214988102;Low
c__ c_also;-14,9827700096;Low
c_darknet c_market;-13,971261673;Low
c__ c_also c_come;-14,9827700096;Low
c_crypto c_trade;-14,047831465;Low
c__ c_among;-14,9827700096;Low
c_game c_throne;-14,0565783031;Low
c__ c_among c_australia;-14,9827700096;Low
c_global c_cyberattack;-14,1101533924;Low
c__ c_anim;-14,9827700096;Low
c_brian c_kelli;-14,1109965073;Low
c__ c_anim c_fill;-14,9827700096;Low
c_businesswir c_com;-14,1212731967;Low
c__ c_averag;-14,9827700096;Low
c_guy c_adami;-14,132563927;Low
c__ c_averag c_decis;-14,9827700096;Low
c____ c_p;-14,1558676354;Low
c__ c_bithumb;-14,9827700096;Low
c_bitcoin c_foundat;-14,1622842309;Low
c__ c_bithumb c_coinon;-14,9827700096;Low
c_sinc c_friday;-14,1633658668;Low
c__ c_breitwoman;-14,9827700096;Low
c_crypto c_currenc c_exchang;-14,1735992345;Low
c__ c_breitwoman c_januari;-14,9827700096;Low
c_lazarus c_group;-14,1774351746;Low
c__ c_breitwoman c_septemb;-14,9827700096;Low
c_pirat c_caribbean;-14,1877756025;Low
c__ c__;-14,9796947168;Lowest
c_index c_fell c_percent;-13,9676587269;Lowest
c__ c__ c_mir_btc;-14,9796947168;Lowest
c_insid c_trade;-14,0111795703;Lowest
c__ c__ c_pic;-14,9796947168;Lowest
c_percent c_australia c_p;-14,0594451811;Lowest
c__ c_aggreg;-14,9796947168;Lowest
t_est t_sourc;-14,0725715161;Lowest
c__ c_aggreg c_aggreg;-14,9796947168;Lowest
c_ice c_tea;-14,0731843791;Lowest
c__ c_also;-14,9796947168;Lowest
c_wan c_na c_decryptor;-14,0788967964;Lowest
